dmu,value
Greece_1969,0.726
Grenada_1969,NA
Guatemala_1969,8.402222222222221
French Guiana_1969,NA
Guyana_1969,NA
Hong Kong_1969,1.06
Croatia_1969,NA
Hungary_1969,2.22
Ireland_1969,0.293
Iceland_1969,1.6133333333333333
Israel_1969,NA
Italy_1969,0.821
Jamaica_1969,NA
Jordan_1969,NA
Japan_1969,1.36
Kazakhstan_1969,NA
Kyrgyzstan_1969,NA
Saint Kitts and Nevis_1969,NA
South Korea_1969,NA
Kuwait_1969,NA
Saint Lucia_1969,NA
Sri Lanka_1969,NA
Lithuania_1969,NA
Luxembourg_1969,0.775
Latvia_1969,NA
Moldova_1969,NA
Mexico_1969,13.8
North Macedonia_1969,NA
Malta_1969,0.4338
Montenegro_1969,NA
Mongolia_1969,NA
Martinique_1969,NA
Mauritius_1969,3.44
Malaysia_1969,NA
Nicaragua_1969,NA
Netherlands_1969,0.518
Norway_1969,0.66
New Zealand_1969,1.16
Oman_1969,NA
Panama_1969,5.9
Peru_1969,2.1
Philippines_1969,NA
Poland_1969,1.08
Puerto Rico_1969,NA
Portugal_1969,0.939
Qatar_1969,NA
Reunion_1969,NA
Romania_1969,NA
Russia_1969,NA
Serbia and Montenegro_1969,NA
Singapore_1969,1.9
El Salvador_1969,35.7
Serbia_1969,NA
Sao Tome and Principe_1969,NA
Suriname_1969,NA
Slovakia_1969,NA
Slovenia_1969,NA
Sweden_1969,0.885
Seychelles_1969,NA
Thailand_1969,20.7
Tajikistan_1969,NA
Turkmenistan_1969,NA
Trinidad and Tobago_1969,NA
Tunisia_1969,NA
Turkey_1969,NA
Ukraine_1969,NA
Uruguay_1969,3.82
United States_1969,8.4
USSR_1969,NA
Uzbekistan_1969,NA
Saint Vincent and the Grenadines_1969,NA
Venezuela_1969,10.2
United States Virgin Islands_1969,NA
Yugoslavia_1969,3.48
South Africa_1969,NA
Albania_1970,NA
Argentina_1970,7.14
Armenia_1970,NA
Antigua and Barbuda_1970,NA
Australia_1970,1.56
Austria_1970,1.49
Azerbaijan_1970,NA
Belgium_1970,1.05
Bulgaria_1970,2.12
Bahrain_1970,NA
Bahamas_1970,0.8620000000000001
Bosnia and Herzegovina_1970,NA
Belarus_1970,NA
Belize_1970,NA
Bermuda_1970,2.05
Brazil_1970,NA
Barbados_1970,2.87
Brunei_1970,NA
Canada_1970,2.14
Switzerland_1970,0.729
Czechoslovakia_1970,1.53
Chile_1970,4.28
Colombia_1970,20.7
Costa Rica_1970,5.44
Cuba_1970,4.49
Cayman Islands_1970,NA
Cyprus_1970,NA
Czechia_1970,NA
Germany_1970,NA
East Germany_1970,NA
West Germany_1970,1.44
Dominica_1970,NA
Denmark_1970,0.656
Dominican Republic_1970,12.6
Ecuador_1970,NA
Egypt_1970,NA
Spain_1970,0.2465
Estonia_1970,NA
Finland_1970,2.09
France_1970,0.738
United Kingdom_1970,0.782
Georgia_1970,NA
Guadeloupe_1970,NA
Greece_1970,0.559
Grenada_1970,NA
Guatemala_1970,7.077777777777777
French Guiana_1970,NA
Guyana_1970,NA
Hong Kong_1970,1.6
Croatia_1970,NA
Hungary_1970,1.94
Ireland_1970,0.374
Iceland_1970,1.4766666666666668
Israel_1970,NA
Italy_1970,0.825
Jamaica_1970,NA
Jordan_1970,NA
Japan_1970,1.32
Kazakhstan_1970,NA
Kyrgyzstan_1970,NA
Saint Kitts and Nevis_1970,NA
South Korea_1970,NA
Kuwait_1970,NA
Saint Lucia_1970,NA
Sri Lanka_1970,NA
Lithuania_1970,NA
Luxembourg_1970,0.629
Latvia_1970,NA
Moldova_1970,NA
Mexico_1970,23.4
North Macedonia_1970,NA
Malta_1970,0.4622
Montenegro_1970,NA
Mongolia_1970,NA
Martinique_1970,NA
Mauritius_1970,3.44
Malaysia_1970,NA
Nicaragua_1970,NA
Netherlands_1970,0.509
Norway_1970,0.655
New Zealand_1970,1.23
Oman_1970,NA
Panama_1970,4.17
Peru_1970,2.27
Philippines_1970,NA
Poland_1970,1.12
Puerto Rico_1970,NA
Portugal_1970,0.797
Qatar_1970,NA
Reunion_1970,NA
Romania_1970,NA
Russia_1970,NA
Serbia and Montenegro_1970,NA
Singapore_1970,1.74
El Salvador_1970,42.6
Serbia_1970,NA
Sao Tome and Principe_1970,NA
Suriname_1970,NA
Slovakia_1970,NA
Slovenia_1970,NA
Sweden_1970,0.861
Seychelles_1970,NA
Thailand_1970,21.536363636363635
Tajikistan_1970,NA
Turkmenistan_1970,NA
Trinidad and Tobago_1970,NA
Tunisia_1970,NA
Turkey_1970,NA
Ukraine_1970,NA
Uruguay_1970,3.55
United States_1970,8.93
USSR_1970,NA
Uzbekistan_1970,NA
Saint Vincent and the Grenadines_1970,NA
Venezuela_1970,9.63
United States Virgin Islands_1970,NA
Yugoslavia_1970,3.338888888888889
South Africa_1970,NA
Albania_1971,NA
Argentina_1971,7.321428571428571
Armenia_1971,NA
Antigua and Barbuda_1971,NA
Australia_1971,1.87
Austria_1971,1.35
Azerbaijan_1971,NA
Belgium_1971,1.04
Bulgaria_1971,2.75
Bahrain_1971,NA
Bahamas_1971,0.634
Bosnia and Herzegovina_1971,NA
Belarus_1971,NA
Belize_1971,1.13
Bermuda_1971,1.91
Brazil_1971,NA
Barbados_1971,2.28
Brunei_1971,NA
Canada_1971,2.31
Switzerland_1971,0.963
Czechoslovakia_1971,1.43
Chile_1971,4.72
Colombia_1971,22
Costa Rica_1971,5.54
Cuba_1971,4.9
Cayman Islands_1971,NA
Cyprus_1971,NA
Czechia_1971,NA
Germany_1971,NA
East Germany_1971,NA
West Germany_1971,1.37
Dominica_1971,NA
Denmark_1971,0.954
Dominican Republic_1971,9.31
Ecuador_1971,NA
Egypt_1971,NA
Spain_1971,0.241
Estonia_1971,NA
Finland_1971,2.79
France_1971,0.783
United Kingdom_1971,0.929
Georgia_1971,NA
Guadeloupe_1971,NA
Greece_1971,0.589
Grenada_1971,NA
Guatemala_1971,5.753333333333333
French Guiana_1971,NA
Guyana_1971,NA
Hong Kong_1971,2.12
Croatia_1971,NA
Hungary_1971,2.08
Ireland_1971,0.529
Iceland_1971,1.34
Israel_1971,NA
Italy_1971,0.998
Jamaica_1971,NA
Jordan_1971,NA
Japan_1971,1.29
Kazakhstan_1971,NA
Kyrgyzstan_1971,NA
Saint Kitts and Nevis_1971,NA
South Korea_1971,NA
Kuwait_1971,NA
Saint Lucia_1971,NA
Sri Lanka_1971,NA
Lithuania_1971,NA
Luxembourg_1971,1.25
Latvia_1971,NA
Moldova_1971,NA
Mexico_1971,21
North Macedonia_1971,NA
Malta_1971,0.49060000000000004
Montenegro_1971,NA
Mongolia_1971,NA
Martinique_1971,NA
Mauritius_1971,2.96
Malaysia_1971,NA
Nicaragua_1971,NA
Netherlands_1971,0.571
Norway_1971,0.627
New Zealand_1971,0.954
Oman_1971,NA
Panama_1971,4.16
Peru_1971,2.35
Philippines_1971,NA
Poland_1971,1.15
Puerto Rico_1971,NA
Portugal_1971,1.23
Qatar_1971,NA
Reunion_1971,NA
Romania_1971,NA
Russia_1971,NA
Serbia and Montenegro_1971,NA
Singapore_1971,2.23
El Salvador_1971,41.650000000000006
Serbia_1971,NA
Sao Tome and Principe_1971,NA
Suriname_1971,4.83
Slovakia_1971,NA
Slovenia_1971,NA
Sweden_1971,0.973
Seychelles_1971,NA
Thailand_1971,22.37272727272727
Tajikistan_1971,NA
Turkmenistan_1971,NA
Trinidad and Tobago_1971,NA
Tunisia_1971,NA
Turkey_1971,NA
Ukraine_1971,NA
Uruguay_1971,3.58
United States_1971,9.78
USSR_1971,NA
Uzbekistan_1971,NA
Saint Vincent and the Grenadines_1971,1.89
Venezuela_1971,10
United States Virgin Islands_1971,NA
Yugoslavia_1971,3.1977777777777776
South Africa_1971,NA
Albania_1972,NA
Argentina_1972,7.502857142857143
Armenia_1972,NA
Antigua and Barbuda_1972,NA
Australia_1972,1.77
Austria_1972,1.34
Azerbaijan_1972,NA
Belgium_1972,1.17
Bulgaria_1972,2.68
Bahrain_1972,NA
Bahamas_1972,3.3754999999999997
Bosnia and Herzegovina_1972,NA
Belarus_1972,NA
Belize_1972,2.0166666666666666
Bermuda_1972,3.87
Brazil_1972,NA
Barbados_1972,4.71
Brunei_1972,NA
Canada_1972,2.44
Switzerland_1972,0.96
Czechoslovakia_1972,1.32
Chile_1972,5.59
Colombia_1972,23.3
Costa Rica_1972,4.34
Cuba_1972,3.95
Cayman Islands_1972,NA
Cyprus_1972,NA
Czechia_1972,NA
Germany_1972,NA
East Germany_1972,NA
West Germany_1972,1.42
Dominica_1972,NA
Denmark_1972,0.596
Dominican Republic_1972,6.44
Ecuador_1972,NA
Egypt_1972,NA
Spain_1972,0.305
Estonia_1972,NA
Finland_1972,3.22
France_1972,0.875
United Kingdom_1972,0.988
Georgia_1972,NA
Guadeloupe_1972,NA
Greece_1972,0.495
Grenada_1972,NA
Guatemala_1972,4.428888888888888
French Guiana_1972,NA
Guyana_1972,NA
Hong Kong_1972,1.93
Croatia_1972,NA
Hungary_1972,2.13
Ireland_1972,0.716
Iceland_1972,2.145
Israel_1972,NA
Italy_1972,1.04
Jamaica_1972,NA
Jordan_1972,NA
Japan_1972,1.23
Kazakhstan_1972,NA
Kyrgyzstan_1972,NA
Saint Kitts and Nevis_1972,NA
South Korea_1972,NA
Kuwait_1972,NA
Saint Lucia_1972,NA
Sri Lanka_1972,NA
Lithuania_1972,NA
Luxembourg_1972,0.705
Latvia_1972,NA
Moldova_1972,NA
Mexico_1972,19.5
North Macedonia_1972,NA
Malta_1972,0.519
Montenegro_1972,NA
Mongolia_1972,NA
Martinique_1972,NA
Mauritius_1972,1.52
Malaysia_1972,NA
Nicaragua_1972,NA
Netherlands_1972,0.549
Norway_1972,0.738
New Zealand_1972,1.04
Oman_1972,NA
Panama_1972,3.41
Peru_1972,1.74
Philippines_1972,NA
Poland_1972,0.914
Puerto Rico_1972,NA
Portugal_1972,0.741
Qatar_1972,NA
Reunion_1972,NA
Romania_1972,NA
Russia_1972,NA
Serbia and Montenegro_1972,NA
Singapore_1972,2.56
El Salvador_1972,40.7
Serbia_1972,NA
Sao Tome and Principe_1972,NA
Suriname_1972,5.5
Slovakia_1972,NA
Slovenia_1972,NA
Sweden_1972,1.08
Seychelles_1972,NA
Thailand_1972,23.209090909090907
Tajikistan_1972,NA
Turkmenistan_1972,NA
Trinidad and Tobago_1972,NA
Tunisia_1972,NA
Turkey_1972,NA
Ukraine_1972,NA
Uruguay_1972,3.99
United States_1972,10
USSR_1972,NA
Uzbekistan_1972,NA
Saint Vincent and the Grenadines_1972,3.048571428571428
Venezuela_1972,9.96
United States Virgin Islands_1972,NA
Yugoslavia_1972,3.0566666666666666
South Africa_1972,NA
Albania_1973,NA
Argentina_1973,7.684285714285714
Armenia_1973,NA
Antigua and Barbuda_1973,NA
Australia_1973,1.99
Austria_1973,1.5
Azerbaijan_1973,NA
Belgium_1973,1.03
Bulgaria_1973,2.3
Bahrain_1973,NA
Bahamas_1973,6.117
Bosnia and Herzegovina_1973,NA
Belarus_1973,NA
Belize_1973,2.9033333333333333
Bermuda_1973,9.14
Brazil_1973,NA
Barbados_1973,6.86
Brunei_1973,NA
Canada_1973,2.54
Switzerland_1973,0.652
Czechoslovakia_1973,1.18
Chile_1973,6.04
Colombia_1973,NA
Costa Rica_1973,4.28
Cuba_1973,4.02
Cayman Islands_1973,NA
Cyprus_1973,NA
Czechia_1973,NA
Germany_1973,NA
East Germany_1973,0.509
West Germany_1973,1.29
Dominica_1973,NA
Denmark_1973,0.978
Dominican Republic_1973,6.8
Ecuador_1973,NA
Egypt_1973,NA
Spain_1973,0.302
Estonia_1973,NA
Finland_1973,2.69
France_1973,0.803
United Kingdom_1973,1.29
Georgia_1973,NA
Guadeloupe_1973,NA
Greece_1973,0.748
Grenada_1973,NA
Guatemala_1973,3.104444444444445
French Guiana_1973,NA
Guyana_1973,NA
Hong Kong_1973,3.46
Croatia_1973,NA
Hungary_1973,2.18
Ireland_1973,0.361
Iceland_1973,2.95
Israel_1973,NA
Italy_1973,1.16
Jamaica_1973,NA
Jordan_1973,NA
Japan_1973,1.23
Kazakhstan_1973,NA
Kyrgyzstan_1973,NA
Saint Kitts and Nevis_1973,NA
South Korea_1973,NA
Kuwait_1973,NA
Saint Lucia_1973,NA
Sri Lanka_1973,NA
Lithuania_1973,NA
Luxembourg_1973,0.653
Latvia_1973,NA
Moldova_1973,NA
Mexico_1973,17.2
North Macedonia_1973,NA
Malta_1973,0.644
Montenegro_1973,NA
Mongolia_1973,NA
Martinique_1973,NA
Mauritius_1973,2.48
Malaysia_1973,NA
Nicaragua_1973,30.5
Netherlands_1973,0.627
Norway_1973,0.759
New Zealand_1973,0.903
Oman_1973,NA
Panama_1973,3.56
Peru_1973,2.03
Philippines_1973,NA
Poland_1973,0.963
Puerto Rico_1973,NA
Portugal_1973,0.845
Qatar_1973,NA
Reunion_1973,NA
Romania_1973,NA
Russia_1973,NA
Serbia and Montenegro_1973,NA
Singapore_1973,1.8
El Salvador_1973,37.1
Serbia_1973,NA
Sao Tome and Principe_1973,NA
Suriname_1973,6.17
Slovakia_1973,NA
Slovenia_1973,NA
Sweden_1973,0.991
Seychelles_1973,NA
Thailand_1973,24.045454545454543
Tajikistan_1973,NA
Turkmenistan_1973,NA
Trinidad and Tobago_1973,NA
Tunisia_1973,NA
Turkey_1973,NA
Ukraine_1973,NA
Uruguay_1973,3.22
United States_1973,10.2
USSR_1973,NA
Uzbekistan_1973,NA
Saint Vincent and the Grenadines_1973,4.207142857142856
Venezuela_1973,11
United States Virgin Islands_1973,NA
Yugoslavia_1973,2.9155555555555557
South Africa_1973,NA
Albania_1974,NA
Argentina_1974,7.865714285714286
Armenia_1974,NA
Antigua and Barbuda_1974,NA
Australia_1974,1.89
Austria_1974,1.6
Azerbaijan_1974,NA
Belgium_1974,1.02
Bulgaria_1974,2.44
Bahrain_1974,NA
Bahamas_1974,8.8585
Bosnia and Herzegovina_1974,NA
Belarus_1974,NA
Belize_1974,3.79
Bermuda_1974,1.85
Brazil_1974,NA
Barbados_1974,4.68
Brunei_1974,NA
Canada_1974,2.52
Switzerland_1974,0.983
Czechoslovakia_1974,1.11
Chile_1974,2.61
Colombia_1974,NA
Costa Rica_1974,4.67
Cuba_1974,4.1
Cayman Islands_1974,NA
Cyprus_1974,NA
Czechia_1974,NA
Germany_1974,NA
East Germany_1974,0.425
West Germany_1974,1.21
Dominica_1974,NA
Denmark_1974,0.737
Dominican Republic_1974,6.68
Ecuador_1974,NA
Egypt_1974,NA
Spain_1974,0.357
Estonia_1974,NA
Finland_1974,2.52
France_1974,0.96
United Kingdom_1974,1.46
Georgia_1974,NA
Guadeloupe_1974,NA
Greece_1974,0.566
Grenada_1974,NA
Guatemala_1974,1.78
French Guiana_1974,NA
Guyana_1974,NA
Hong Kong_1974,2.63
Croatia_1974,NA
Hungary_1974,1.87
Ireland_1974,0.709
Iceland_1974,2.38
Israel_1974,NA
Italy_1974,1.15
Jamaica_1974,NA
Jordan_1974,NA
Japan_1974,1.22
Kazakhstan_1974,NA
Kyrgyzstan_1974,NA
Saint Kitts and Nevis_1974,NA
South Korea_1974,NA
Kuwait_1974,NA
Saint Lucia_1974,NA
Sri Lanka_1974,NA
Lithuania_1974,NA
Luxembourg_1974,0.702
Latvia_1974,NA
Moldova_1974,NA
Mexico_1974,17.925
North Macedonia_1974,NA
Malta_1974,0.397
Montenegro_1974,NA
Mongolia_1974,NA
Martinique_1974,NA
Mauritius_1974,3.96
Malaysia_1974,NA
Nicaragua_1974,27.7
Netherlands_1974,0.803
Norway_1974,0.641
New Zealand_1974,1.56
Oman_1974,NA
Panama_1974,3.82
Peru_1974,2.0789999999999997
Philippines_1974,NA
Poland_1974,0.865
Puerto Rico_1974,NA
Portugal_1974,1.36
Qatar_1974,NA
Reunion_1974,NA
Romania_1974,NA
Russia_1974,NA
Serbia and Montenegro_1974,NA
Singapore_1974,2.31
El Salvador_1974,45.1
Serbia_1974,NA
Sao Tome and Principe_1974,NA
Suriname_1974,6.84
Slovakia_1974,NA
Slovenia_1974,NA
Sweden_1974,1.21
Seychelles_1974,NA
Thailand_1974,24.881818181818183
Tajikistan_1974,NA
Turkmenistan_1974,NA
Trinidad and Tobago_1974,NA
Tunisia_1974,NA
Turkey_1974,NA
Ukraine_1974,NA
Uruguay_1974,4.11
United States_1974,10.5
USSR_1974,NA
Uzbekistan_1974,NA
Saint Vincent and the Grenadines_1974,5.365714285714285
Venezuela_1974,11.2
United States Virgin Islands_1974,NA
Yugoslavia_1974,2.7744444444444443
South Africa_1974,NA
Albania_1975,NA
Argentina_1975,8.047142857142857
Armenia_1975,NA
Antigua and Barbuda_1975,NA
Australia_1975,1.7
Austria_1975,1.68
Azerbaijan_1975,NA
Belgium_1975,0.859
Bulgaria_1975,2.25
Bahrain_1975,NA
Bahamas_1975,11.6
Bosnia and Herzegovina_1975,NA
Belarus_1975,NA
Belize_1975,2.565
Bermuda_1975,9.76
Brazil_1975,NA
Barbados_1975,4.2
Brunei_1975,NA
Canada_1975,2.71
Switzerland_1975,0.937
Czechoslovakia_1975,1.29
Chile_1975,2.35
Colombia_1975,NA
Costa Rica_1975,6.48
Cuba_1975,4.45
Cayman Islands_1975,NA
Cyprus_1975,NA
Czechia_1975,NA
Germany_1975,NA
East Germany_1975,NA
West Germany_1975,1.27
Dominica_1975,NA
Denmark_1975,0.606
Dominican Republic_1975,6.04
Ecuador_1975,NA
Egypt_1975,NA
Spain_1975,0.649
Estonia_1975,NA
Finland_1975,3.54
France_1975,1.01
United Kingdom_1975,1.43
Georgia_1975,NA
Guadeloupe_1975,NA
Greece_1975,0.797
Grenada_1975,NA
Guatemala_1975,2.032
French Guiana_1975,NA
Guyana_1975,NA
Hong Kong_1975,0.924
Croatia_1975,NA
Hungary_1975,1.94
Ireland_1975,1.06
Iceland_1975,0.662
Israel_1975,1.61
Italy_1975,1.29
Jamaica_1975,NA
Jordan_1975,NA
Japan_1975,1.27
Kazakhstan_1975,NA
Kyrgyzstan_1975,NA
Saint Kitts and Nevis_1975,NA
South Korea_1975,NA
Kuwait_1975,1.64
Saint Lucia_1975,NA
Sri Lanka_1975,NA
Lithuania_1975,NA
Luxembourg_1975,0.615
Latvia_1975,NA
Moldova_1975,NA
Mexico_1975,18.65
North Macedonia_1975,NA
Malta_1975,0.3556666666666667
Montenegro_1975,NA
Mongolia_1975,NA
Martinique_1975,NA
Mauritius_1975,2.03
Malaysia_1975,NA
Nicaragua_1975,25.6
Netherlands_1975,0.735
Norway_1975,0.716
New Zealand_1975,1.09
Oman_1975,NA
Panama_1975,2.8
Peru_1975,2.1279999999999997
Philippines_1975,1.85
Poland_1975,1.03
Puerto Rico_1975,NA
Portugal_1975,1.95
Qatar_1975,NA
Reunion_1975,NA
Romania_1975,NA
Russia_1975,NA
Serbia and Montenegro_1975,NA
Singapore_1975,1.88
El Salvador_1975,47.925000000000004
Serbia_1975,NA
Sao Tome and Principe_1975,NA
Suriname_1975,7.51
Slovakia_1975,NA
Slovenia_1975,NA
Sweden_1975,1.16
Seychelles_1975,NA
Thailand_1975,25.71818181818182
Tajikistan_1975,NA
Turkmenistan_1975,NA
Trinidad and Tobago_1975,NA
Tunisia_1975,NA
Turkey_1975,NA
Ukraine_1975,NA
Uruguay_1975,2.96
United States_1975,10.2
USSR_1975,NA
Uzbekistan_1975,NA
Saint Vincent and the Grenadines_1975,6.524285714285713
Venezuela_1975,9.53
United States Virgin Islands_1975,NA
Yugoslavia_1975,2.6333333333333333
South Africa_1975,NA
Albania_1976,NA
Argentina_1976,8.228571428571428
Armenia_1976,NA
Antigua and Barbuda_1976,NA
Australia_1976,2.1
Austria_1976,1.29
Azerbaijan_1976,NA
Belgium_1976,0.946
Bulgaria_1976,2
Bahrain_1976,NA
Bahamas_1976,13.75
Bosnia and Herzegovina_1976,NA
Belarus_1976,NA
Belize_1976,1.34
Bermuda_1976,7.036666666666667
Brazil_1976,NA
Barbados_1976,5.78
Brunei_1976,NA
Canada_1976,2.49
Switzerland_1976,0.897
Czechoslovakia_1976,0.866
Chile_1976,1.91
Colombia_1976,NA
Costa Rica_1976,6.73
Cuba_1976,4.12
Cayman Islands_1976,NA
Cyprus_1976,NA
Czechia_1976,NA
Germany_1976,NA
East Germany_1976,NA
West Germany_1976,1.32
Dominica_1976,NA
Denmark_1976,0.721
Dominican Republic_1976,6.46
Ecuador_1976,NA
Egypt_1976,NA
Spain_1976,0.524
Estonia_1976,NA
Finland_1976,3.2
France_1976,0.908
United Kingdom_1976,1.6
Georgia_1976,NA
Guadeloupe_1976,NA
Greece_1976,0.666
Grenada_1976,NA
Guatemala_1976,2.284
French Guiana_1976,NA
Guyana_1976,NA
Hong Kong_1976,4.24
Croatia_1976,NA
Hungary_1976,2.03
Ireland_1976,0.357
Iceland_1976,2.02
Israel_1976,1.76
Italy_1976,1.38
Jamaica_1976,NA
Jordan_1976,NA
Japan_1976,1.25
Kazakhstan_1976,NA
Kyrgyzstan_1976,NA
Saint Kitts and Nevis_1976,NA
South Korea_1976,NA
Kuwait_1976,1.67
Saint Lucia_1976,NA
Sri Lanka_1976,NA
Lithuania_1976,NA
Luxembourg_1976,0.716
Latvia_1976,NA
Moldova_1976,NA
Mexico_1976,19.375
North Macedonia_1976,NA
Malta_1976,0.31433333333333335
Montenegro_1976,NA
Mongolia_1976,NA
Martinique_1976,NA
Mauritius_1976,1.86
Malaysia_1976,NA
Nicaragua_1976,19.1
Netherlands_1976,0.834
Norway_1976,0.748
New Zealand_1976,1.08
Oman_1976,NA
Panama_1976,2
Peru_1976,2.177
Philippines_1976,1.6258333333333335
Poland_1976,1.2
Puerto Rico_1976,NA
Portugal_1976,1.73
Qatar_1976,NA
Reunion_1976,NA
Romania_1976,NA
Russia_1976,NA
Serbia and Montenegro_1976,NA
Singapore_1976,1.59
El Salvador_1976,50.75
Serbia_1976,NA
Sao Tome and Principe_1976,NA
Suriname_1976,3.21
Slovakia_1976,NA
Slovenia_1976,NA
Sweden_1976,1.3
Seychelles_1976,NA
Thailand_1976,26.554545454545455
Tajikistan_1976,NA
Turkmenistan_1976,NA
Trinidad and Tobago_1976,NA
Tunisia_1976,NA
Turkey_1976,NA
Ukraine_1976,NA
Uruguay_1976,2.98
United States_1976,9.14
USSR_1976,NA
Uzbekistan_1976,NA
Saint Vincent and the Grenadines_1976,7.682857142857142
Venezuela_1976,10
United States Virgin Islands_1976,NA
Yugoslavia_1976,2.4922222222222223
South Africa_1976,NA
Albania_1977,NA
Argentina_1977,8.41
Armenia_1977,NA
Antigua and Barbuda_1977,NA
Australia_1977,1.96
Austria_1977,1.3
Azerbaijan_1977,NA
Belgium_1977,0.858
Bulgaria_1977,2.32
Bahrain_1977,NA
Bahamas_1977,15.899999999999999
Bosnia and Herzegovina_1977,NA
Belarus_1977,NA
Belize_1977,NA
Bermuda_1977,4.3133333333333335
Brazil_1977,NA
Barbados_1977,4.24
Brunei_1977,NA
Canada_1977,2.61
Switzerland_1977,0.899
Czechoslovakia_1977,1.01
Chile_1977,2.24
Colombia_1977,NA
Costa Rica_1977,5.46
Cuba_1977,4.29
Cayman Islands_1977,NA
Cyprus_1977,NA
Czechia_1977,NA
Germany_1977,NA
East Germany_1977,NA
West Germany_1977,1.23
Dominica_1977,NA
Denmark_1977,0.712
Dominican Republic_1977,6.52
Ecuador_1977,9.41
Egypt_1977,NA
Spain_1977,0.679
Estonia_1977,NA
Finland_1977,2.81
France_1977,0.986
United Kingdom_1977,1.45
Georgia_1977,NA
Guadeloupe_1977,NA
Greece_1977,0.623
Grenada_1977,NA
Guatemala_1977,2.536
French Guiana_1977,NA
Guyana_1977,NA
Hong Kong_1977,1.49
Croatia_1977,NA
Hungary_1977,1.88
Ireland_1977,0.92
Iceland_1977,0.931
Israel_1977,1.53
Italy_1977,1.43
Jamaica_1977,NA
Jordan_1977,NA
Japan_1977,1.2
Kazakhstan_1977,NA
Kyrgyzstan_1977,NA
Saint Kitts and Nevis_1977,NA
South Korea_1977,NA
Kuwait_1977,1.04
Saint Lucia_1977,NA
Sri Lanka_1977,NA
Lithuania_1977,NA
Luxembourg_1977,1.4
Latvia_1977,NA
Moldova_1977,NA
Mexico_1977,20.1
North Macedonia_1977,NA
Malta_1977,0.273
Montenegro_1977,NA
Mongolia_1977,NA
Martinique_1977,NA
Mauritius_1977,0.721
Malaysia_1977,NA
Nicaragua_1977,41
Netherlands_1977,0.88
Norway_1977,0.857
New Zealand_1977,1.79
Oman_1977,NA
Panama_1977,2.51
Peru_1977,2.226
Philippines_1977,1.4016666666666668
Poland_1977,1.28
Puerto Rico_1977,NA
Portugal_1977,1.71
Qatar_1977,NA
Reunion_1977,NA
Romania_1977,NA
Russia_1977,NA
Serbia and Montenegro_1977,NA
Singapore_1977,1.6
El Salvador_1977,53.575
Serbia_1977,NA
Sao Tome and Principe_1977,NA
Suriname_1977,4.03
Slovakia_1977,NA
Slovenia_1977,NA
Sweden_1977,1.25
Seychelles_1977,NA
Thailand_1977,27.39090909090909
Tajikistan_1977,NA
Turkmenistan_1977,NA
Trinidad and Tobago_1977,NA
Tunisia_1977,NA
Turkey_1977,NA
Ukraine_1977,NA
Uruguay_1977,2.81
United States_1977,9.17
USSR_1977,NA
Uzbekistan_1977,NA
Saint Vincent and the Grenadines_1977,8.84142857142857
Venezuela_1977,10.2
United States Virgin Islands_1977,NA
Yugoslavia_1977,2.351111111111111
South Africa_1977,NA
Albania_1978,NA
Argentina_1978,5.49
Armenia_1978,NA
Antigua and Barbuda_1978,NA
Australia_1978,1.86
Austria_1978,1.51
Azerbaijan_1978,NA
Belgium_1978,1.05
Bulgaria_1978,2.52
Bahrain_1978,NA
Bahamas_1978,18.049999999999997
Bosnia and Herzegovina_1978,NA
Belarus_1978,NA
Belize_1978,NA
Bermuda_1978,1.59
Brazil_1978,NA
Barbados_1978,4.51
Brunei_1978,NA
Canada_1978,2.49
Switzerland_1978,0.737
Czechoslovakia_1978,1.13
Chile_1978,2.59
Colombia_1978,NA
Costa Rica_1978,4.51
Cuba_1978,NA
Cayman Islands_1978,8.22
Cyprus_1978,NA
Czechia_1978,NA
Germany_1978,NA
East Germany_1978,NA
West Germany_1978,1.27
Dominica_1978,NA
Denmark_1978,0.542
Dominican Republic_1978,6.51
Ecuador_1978,8.21
Egypt_1978,NA
Spain_1978,0.945
Estonia_1978,NA
Finland_1978,2.92
France_1978,1.01
United Kingdom_1978,1.48
Georgia_1978,NA
Guadeloupe_1978,NA
Greece_1978,0.663
Grenada_1978,NA
Guatemala_1978,2.788
French Guiana_1978,NA
Guyana_1978,NA
Hong Kong_1978,1.46
Croatia_1978,NA
Hungary_1978,2.14
Ireland_1978,0.807
Iceland_1978,1.38
Israel_1978,1.72
Italy_1978,1.45
Jamaica_1978,NA
Jordan_1978,NA
Japan_1978,1.15
Kazakhstan_1978,NA
Kyrgyzstan_1978,NA
Saint Kitts and Nevis_1978,NA
South Korea_1978,NA
Kuwait_1978,1.89
Saint Lucia_1978,NA
Sri Lanka_1978,NA
Lithuania_1978,NA
Luxembourg_1978,1.44
Latvia_1978,NA
Moldova_1978,NA
Mexico_1978,20.825
North Macedonia_1978,NA
Malta_1978,1.09
Montenegro_1978,NA
Mongolia_1978,NA
Martinique_1978,NA
Mauritius_1978,1.54
Malaysia_1978,NA
Nicaragua_1978,14
Netherlands_1978,0.816
Norway_1978,0.738
New Zealand_1978,1.9
Oman_1978,NA
Panama_1978,3.35
Peru_1978,2.275
Philippines_1978,1.1775
Poland_1978,1.25
Puerto Rico_1978,NA
Portugal_1978,1.58
Qatar_1978,NA
Reunion_1978,NA
Romania_1978,NA
Russia_1978,NA
Serbia and Montenegro_1978,NA
Singapore_1978,1.63
